id,session_id,raw_text,predicted_intent,text_hash,cleaned_text,snorkel_intent,snorkel_confidence
3,sim_v2_2,tìm chỗ ở giá rẻ tại pq,unlabeled,aec321a348402e4eddd6bc0723a21650,tìm chỗ ở giá rẻ tại Phú_Quốc,search_accommodation,0.670959628441436
8,sim_v2_7,sài gòn có chỗ nào check in đẹp,unlabeled,82e5c22c30c2d29b9c1494c3ade6e865,sài gòn có chỗ nào check in đẹp,search_destination,0.6570826766974567
9,sim_v2_8,mùa nào đi nha trang hợp lý,unlabeled,197dc6a5f765a1be632e032638c45757,mùa nào đi Nha_Trang hợp_lý,search_destination,0.6570826766974567
10,sim_v2_9,đặc sản sapa là gì,unlabeled,55b44c9452b0394145fa37f09ad1db9b,đặc_sản Sa_Pa là gì,search_destination,0.6570826766974567
12,sim_v2_11,thời tiết nha trang sao,unlabeled,9c3ab676b23e13563c344f1099a983f6,thời_tiết Nha_Trang sao,search_destination,0.6570826766974567
13,sim_v2_12,review pq mùa này z,unlabeled,d156bb00971358923e3af7cb71005070,review Phú_Quốc mùa này vậy,search_destination,0.6570826766974567
18,sim_v2_17,review đà lạt mùa này,unlabeled,f9bb1b99468caa2fa48f1fb93c490d35,review Đà_Lạt mùa này,search_destination,0.6570826766974567
20,sim_v2_19,xin kinh nghiệm đi đlạt,unlabeled,bd2943deedd088d5374f6e638269a42b,xin kinh_nghiệm đi Đà_Lạt,search_destination,0.6570826766974567
21,sim_v2_20,xin kinh nghiệm ik đà lạt bot,unlabeled,4f4962723b08464a5fa50ae404c22a54,xin kinh_nghiệm đi Đà_Lạt bot,search_destination,0.6570826766974567
22,sim_v2_21,book phòng sài gòn,unlabeled,ad60e7fad9671d835134c30475ddf7ca,book phòng sài gòn,search_accommodation,0.670959628441436
25,sim_v2_24,review nha trang mùa này,unlabeled,2cedfc9974537af54336e186bc34736e,review Nha_Trang mùa này,search_destination,0.6570826766974567
37,sim_v2_36,thuê resort hà nội,unlabeled,461c029d99fbfda1785e9fd46181d05f,thuê resort hà_nội,search_accommodation,0.670959628441436
52,sim_v2_51,thời tiết nt sao,unlabeled,56330a934f90eb15e21fbd573a4c9a38,thời_tiết Nha_Trang sao,search_destination,0.6570826766974567
61,sim_v2_60,book phòng đà nẵng,unlabeled,5c0d76cec745b9d5e01997316e9463ed,book phòng đà_nẵng,search_accommodation,0.670959628441436
62,sim_v2_61,đặt phòng khách sạn đlạt,unlabeled,6f2016e9acdba55e37b6953c7efff19d,đặt phòng khách_sạn Đà_Lạt,search_accommodation,0.670959628441436
65,sim_v2_64,thời tiết phú quốc sao,unlabeled,8b3cc0205468f951e088e73b1ac43bb0,thời_tiết phú_quốc sao,search_destination,0.6570826766974567
69,sim_v2_68,thuê resort nt,unlabeled,ccdafff302ac8ce2d1ec2159a1f3124b,thuê resort Nha_Trang,search_accommodation,0.670959628441436
70,sim_v2_69,xin kinh nghiệm đi nha trang,unlabeled,af527a0c2a4abb794bfda1d029889f03,xin kinh_nghiệm đi Nha_Trang,search_destination,0.6570826766974567
81,sim_v2_80,tìm homestay view đẹp ở pq z,unlabeled,89f67f8659bae80e07144321653e0b54,tìm homestay view đẹp ở Phú_Quốc vậy,search_destination,0.4954226621493553
91,sim_v2_90,thời tiết phú quốc sao bot,unlabeled,253412cc0691771b46f9988c2b2df24f,thời_tiết phú_quốc sao bot,search_destination,0.6570826766974567
103,sim_v2_102,tìm chỗ ở giá rẻ tại phú quốc,unlabeled,5651d3d3442296b491e260c779ffef30,tìm chỗ ở giá rẻ tại phú_quốc,search_accommodation,0.670959628441436
104,sim_v2_103,đặc sản sài gòn là gì,unlabeled,406d66e042ce7985a5ea894cb238f28e,đặc_sản sài_gòn là gì,search_destination,0.6570826766974567
105,sim_v2_104,review phú quốc mùa này,unlabeled,6347c2a3bad7f43e54498bc28987278a,review phú_quốc mùa này,search_destination,0.6570826766974567
110,sim_v2_109,giải dùm bài toán dợ,unlabeled,260ffbd08c4aa3e1d57e2df326c47cf1,giải dùm bài_toán dợ,UNLABELED,0.1428571428571428
116,sim_v2_115,tìm chỗ ở giá rẻ tại đlạt,unlabeled,bf5063e842c6e91d1f0ba88dfe256c60,tìm chỗ ở giá rẻ tại Đà_Lạt,search_accommodation,0.670959628441436
119,sim_v2_118,thời tiết đlạt sao,unlabeled,854e6a5f4c9d8952e415df08458b2db8,thời_tiết Đà_Lạt sao,search_destination,0.6570826766974567
121,sim_v2_120,thời tiết sapa sao,unlabeled,819dbd8338610936dc0bf27355280113,thời_tiết Sa_Pa sao,search_destination,0.6570826766974567
123,sim_v2_122,tìm homestay view đẹp ở đà lạt,unlabeled,9a00407075a6d47717366350865d2aba,tìm homestay view đẹp ở Đà_Lạt,search_destination,0.4954226621493553
126,sim_v2_125,đặt phòng khách sạn nt,unlabeled,cc68a0c58c66abe23048605509d5a849,đặt phòng khách_sạn Nha_Trang,search_accommodation,0.670959628441436
131,sim_v2_130,book phòng đà lạt,unlabeled,bf2d82e4a5338e894e9ebcdfb38c3385,book phòng Đà_Lạt,search_accommodation,0.670959628441436
135,sim_v2_134,đặc sản phú quốc là gì,unlabeled,9a0721464de0d17ca956c44fbfbb1277,đặc_sản phú_quốc là gì,search_destination,0.6570826766974567
137,sim_v2_136,đặt phòng khách sạn sài gòn,unlabeled,feb88a4ae04b2d7ed67910d2729a7ef6,đặt phòng khách_sạn sài gòn,search_accommodation,0.670959628441436
140,sim_v2_139,review sapa mùa này,unlabeled,a90c9b15ecce2693d7d5ed5395be254b,review Sa_Pa mùa này,search_destination,0.6570826766974567
142,sim_v2_141,thuê resort đà nẵng,unlabeled,84bf3e8cac0e54752d8daa6602d3070e,thuê resort đà_nẵng,search_accommodation,0.670959628441436
